SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,saps_precinct_mapped,saps_precinct_name,saps_robbery_with_aggravating_circumstances_q1_2026,saps_robbery_with_aggravating_circumstances_trend,saps_burglary_at_residential_premises_q1_2026,saps_burglary_at_residential_premises_trend,saps_theft_of_motor_vehicle_and_motorcycle_q1_2026,saps_theft_of_motor_vehicle_and_motorcycle_trend,saps_carjacking_q1_2026,saps_carjacking_trend,saps_truck_hijacking_q1_2026,saps_truck_hijacking_trend
BANTRY BAY,16,Theft,16,Theft:16,December,Tuesday,15,576897.65,36056.1,0,0.1047619047619047,0.0519350145595112,0.0783,False,,,,,,,,,,,
CARLSWALD AH,12,Theft,11,Theft:11; Armed Robbery:1,February,Saturday,17,970963.59,80913.63,0,0.0666666666666666,0.0898270255483787,0.0782,False,,,,,,,,,,,
BORDEAUX,12,Theft,12,Theft:12,March,Saturday,3,966389.27,80532.44,0,0.0666666666666666,0.0893871748378438,0.078,False,,,,,,,,,,,
BRACKENFELL SOUTH,13,Theft,12,Theft:12; Armed Robbery:1,November,Thursday,0,862303.85,66331.07,0,0.0761904761904762,0.0793786826590453,0.0778,False,,,,,,,,,,,
LA MONTAGNE,9,Theft,9,Theft:9,February,Friday,15,1255212.07,139468.01,0,0.0380952380952381,0.1171593713170308,0.0776,False,,,,,,,,,,,
WONDERBOOM,11,Theft,10,Theft:10; Hijack:1,December,Monday,14,1034746.59,94067.87,0,0.0571428571428571,0.0959601771140861,0.0766,False,,,,,,,,,,,
ROBINDALE,11,Theft,8,Theft:8; Armed Robbery:3,November,Tuesday,13,1030071.43,93642.86,0,0.0571428571428571,0.0955106299796783,0.0763,False,,,,,,,,,,,
GRASSY PARK,14,Theft,14,Theft:14,October,Tuesday,9,731348.38,52239.17,0,0.0857142857142857,0.066786459874472,0.0763,False,,,,,,,,,,,
EVERTON,11,Theft,11,Theft:11,August,Friday,7,1024347.46,93122.5,0,0.0571428571428571,0.0949602329214094,0.0761,False,,,,,,,,,,,
MOUNT EDGECOMBE,10,Theft,9,Theft:9; Attempted Theft:1,February,Monday,12,1123599.42,112359.94,0,0.0476190476190476,0.1045039563880624,0.0761,False,,,,,,,,,,,
HIGHLANDS NORTH,13,Theft,13,Theft:13,April,Wednesday,19,816083.83,62775.68,0,0.0761904761904762,0.0749343261999571,0.0756,False,,,,,,,,,,,
MELROSE,10,Theft,6,Theft:6; Hijack:3; Armed Robbery:1,August,Wednesday,9,1102327.25,110232.72,0,0.0476190476190476,0.1024584984644543,0.075,False,,,,,,,,,,,
WINCHESTER HILLS,9,Theft,7,Theft:7; Hijack:1; Burglary:1,March,Sunday,2,1195678.4,132853.16,0,0.0380952380952381,0.1114348205531469,0.0748,False,,,,,,,,,,,
NORTHWOLD,13,Theft,12,Theft:12; Armed Robbery:1,November,Wednesday,15,797447.22,61342.09,0,0.0761904761904762,0.073142294564553,0.0747,False,,,,,,,,,,,
HERMANUS,17,Theft,17,Theft:17,December,Wednesday,2,396350.53,23314.74,0,0.1142857142857142,0.0345742310950778,0.0744,False,,,,,,,,,,,
GLENFERNESS AH,8,Theft,8,Theft:8,April,Friday,1,1280442.55,160055.32,0,0.0285714285714285,0.1195854465708688,0.0741,False,,,,,,,,,,,
ATTERIDGEVILLE,7,Theft,6,Theft:6; Hijack:1,July,Saturday,14,1370873.44,195839.06,0,0.019047619047619,0.1282809666089951,0.0737,False,,,,,,,,,,,
MTHATHA CENTRAL,9,Theft,8,Theft:8; Armed Robbery:1,December,Tuesday,0,1172917.59,130324.18,0,0.0380952380952381,0.1092462201817585,0.0737,False,,,,,,,,,,,
BENDOR,15,Theft,15,Theft:15,May,Wednesday,15,567920.93,37861.4,0,0.0952380952380952,0.0510718443680351,0.0732,False,,,,,,,,,,,
KENSINGTON B,11,Theft,11,Theft:11,July,Friday,0,964817.85,87710.71,0,0.0571428571428571,0.0892360725530127,0.0732,False,,,,,,,,,,,
VILLIERIA,13,Theft,11,Theft:11; Stolen and recovered:1; Burglary:1,December,Tuesday,16,757333.08,58256.39,0,0.0761904761904762,0.069285058301787,0.0727,False,,,,,,,,,,,
CHATSWORTH,8,Theft,7,Theft:7; Hijack:1,May,Friday,20,1252162.9,156520.36,0,0.0285714285714285,0.1168661737289649,0.0727,False,,,,,,,,,,,
WITPOORTJIE,14,Theft,14,Theft:14,November,Monday,8,652964.1,46640.29,0,0.0857142857142857,0.0592492999790634,0.0725,False,,,,,,,,,,,
ATLASVILLE,11,Theft,11,Theft:11,April,Wednesday,13,948252.93,86204.81,0,0.0571428571428571,0.0876432474266653,0.0724,False,,,,,,,,,,,
KYALAMI AH,17,Theft,16,Theft:16; Armed Robbery:1,April,Friday,0,353148.44,20773.44,0,0.1142857142857142,0.030420068294248,0.0724,False,,,,,,,,,,,
NINAPARK,9,Theft,9,Theft:9,August,Saturday,20,1143110.34,127012.26,0,0.0380952380952381,0.106380058633902,0.0722,False,,,,,,,,,,,
DOUGLASDALE,10,Theft,10,Theft:10,June,Friday,4,1042745.14,104274.51,0,0.0476190476190476,0.0967292898785514,0.0722,False,,,,,,,,,,,
VERWOERDPARK,7,Theft,5,Theft:5; Hijack:2,December,Tuesday,4,1335054.72,190722.1,0,0.019047619047619,0.1248367630022404,0.0719,False,,,,,,,,,,,
HALFWAY GARDENS,16,Theft,16,Theft:16,August,Sunday,17,414659.89,25916.24,0,0.1047619047619047,0.0363347955080264,0.0705,False,,,,,,,,,,,
SONSTRAAL HEIGHTS,12,Theft,12,Theft:12,July,Thursday,17,787282.23,65606.85,0,0.0666666666666666,0.0721648644603889,0.0694,False,,,,,,,,,,,
PARYS,10,Theft,9,Theft:9; Hijack:1,February,Sunday,0,985293.33,98529.33,0,0.0476190476190476,0.0912049235355725,0.0694,False,,,,,,,,,,,
TSAKANE,5,Theft,4,Theft:4; Hijack:1,July,Monday,21,1477946.57,369486.64,1,0.0,0.1385767465958989,0.0693,False,,,,,,,,,,,
WITBANK EXT,13,Theft,12,Theft:12; Hijack:1,May,Thursday,8,676788.47,52060.65,0,0.0761904761904762,0.0615401685830408,0.0689,False,,,,,,,,,,,
PAROW,14,Theft,12,Theft:12; Hijack:1; Armed Robbery:1,November,Friday,11,576976.89,41212.64,0,0.0857142857142857,0.0519426340024672,0.0688,False,,,,,,,,,,,
MONTFORD,11,Theft,11,Theft:11,November,Saturday,10,871331.6,79211.96,0,0.0571428571428571,0.0802467597179374,0.0687,False,,,,,,,,,,,
PINETOWN,9,Theft,9,Theft:9,February,Tuesday,11,1064583.76,118287.08,0,0.0380952380952381,0.0988292156651385,0.0685,False,,,,,,,,,,,
JANSEN PARK,5,Theft,5,Theft:5,November,Friday,17,1456276.96,291255.39,0,0.0,0.1364930722234208,0.0682,False,,,,,,,,,,,
NEWTON PARK,13,Theft,12,Theft:12; Burglary:1,January,Wednesday,17,655330.88,50410.07,0,0.0761904761904762,0.059476881316766,0.0678,False,,,,,,,,,,,
VAALPARK,6,Theft,5,Theft:5; Hijack:1,April,Friday,3,1346836.41,224472.74,0,0.0095238095238095,0.1259696493586391,0.0677,False,,,,,,,,,,,
MOOINOOI,9,Theft,9,Theft:9,March,Wednesday,15,1049602.63,116622.51,0,0.0380952380952381,0.0973886822798232,0.0677,False,,,,,,,,,,,
DALPARK,7,Theft,7,Theft:7,September,Saturday,18,1246914.01,178130.57,0,0.019047619047619,0.1163614587120838,0.0677,False,,,,,,,,,,,
HYDE PARK,10,Theft,9,Theft:9; Armed Robbery:1,May,Friday,8,947311.38,105256.82,1,0.0476190476190476,0.0875527112515608,0.0676,False,,,,,,,,,,,
ISIPINGO HILLS,7,Theft,6,Theft:6; Hijack:1,August,Saturday,16,1214975.21,173567.89,0,0.019047619047619,0.1132903347256483,0.0662,False,,,,,,,,,,,
BOSKRUIN,13,Theft,13,Theft:13,February,Friday,1,586409.89,45108.45,0,0.0761904761904762,0.0528496784926812,0.0645,False,,,,,,,,,,,
MEREBANK EAST,9,Theft,8,Theft:8; Hijack:1,April,Friday,9,974288.75,108254.31,0,0.0380952380952381,0.0901467613754836,0.0641,False,,,,,,,,,,,
MELKBOSSTRAND,12,Theft,11,Theft:11; Burglary:1,December,Saturday,23,673753.29,56146.11,0,0.0666666666666666,0.0612483162247447,0.064,False,,,,,,,,,,,
BARBEQUE DOWNS,7,Theft,6,Theft:6; Hijack:1,December,Tuesday,18,1167640.45,166805.78,0,0.019047619047619,0.1087387887430765,0.0639,False,,,,,,,,,,,
UMBILO,10,Theft,10,Theft:10,February,Saturday,12,870433.63,87043.36,0,0.0476190476190476,0.0801604140441457,0.0639,False,,,,,,,,,,,
BRAAMPARK,5,Theft,4,Theft:4; Hijack:1,May,Saturday,11,1361824.92,272364.98,0,0.0,0.127410892379101,0.0637,False,,,,,,,,,,,
MEREWENT,7,Theft,4,Theft:4; Hijack:3,December,Saturday,0,1159654.15,165664.88,0,0.019047619047619,0.1079708538960293,0.0635,False,,,,,,,,,,,
BROADACRES AH,8,Theft,6,Theft:6; Hijack:2,September,Wednesday,9,1056063.76,132007.97,0,0.0285714285714285,0.0980099620812709,0.0633,False,,,,,,,,,,,
LANGENHOVEN PARK,11,Theft,11,Theft:11,November,Monday,15,754384.61,68580.42,0,0.0571428571428571,0.0690015436756806,0.0631,False,,,,,,,,,,,
HONINGKLIP,6,Theft,4,Theft:4; Armed Robbery:1; Hijack:1,January,Saturday,14,1246188.46,249237.69,1,0.0095238095238095,0.1162916923461478,0.0629,False,,,,,,,,,,,
WESTRIDGE,10,Theft,10,Theft:10,September,Wednesday,7,844007.56,84400.76,0,0.0476190476190476,0.0776193750118645,0.0626,False,,,,,,,,,,,
ROOIHUISKRAAL NORTH,6,Theft,3,Theft:3; Armed Robbery:1; Hijack:1; Attempted Hijack:1,December,Friday,12,1235139.49,247027.9,1,0.0095238095238095,0.1152292617979617,0.0624,False,,,,,,,,,,,
MOKOPANE,15,Theft,15,Theft:15,October,Friday,0,345108.67,23007.24,0,0.0952380952380952,0.0296469919578664,0.0624,False,,,,,,,,,,,
GLENDINNINGVALE,7,Theft,7,Theft:7,December,Saturday,4,1130347.79,161478.26,0,0.019047619047619,0.1051528561894432,0.0621,False,,,,,,,,,,,
DAN PIENAAR,13,Theft,13,Theft:13,January,Friday,3,529175.84,40705.83,0,0.0761904761904762,0.0473462511943529,0.0618,False,,,,,,,,,,,
CROFTDENE,8,Theft,8,Theft:8,September,Tuesday,20,1012287.85,126535.98,0,0.0285714285714285,0.0938006227438806,0.0612,False,,,,,,,,,,,
ELANDIA,7,Theft,7,Theft:7,June,Friday,12,1108528.69,158361.24,0,0.019047619047619,0.1030548073782031,0.0611,False,,,,,,,,,,,
ELDORADO PARK,10,Theft,9,Theft:9; Hijack:1,February,Saturday,13,808764.68,80876.47,0,0.0476190476190476,0.0742305421778486,0.0609,False,,,,,,,,,,,
LYDENBURG,10,Theft,10,Theft:10,May,Friday,3,806069.44,80606.94,0,0.0476190476190476,0.0739713772682965,0.0608,False,,,,,,,,,,,
ELSPARK,14,Theft,13,Theft:13; Burglary:1,October,Wednesday,6,407062.32,29075.88,0,0.0857142857142857,0.0356042395865258,0.0607,False,,,,,,,,,,,
SHALLCROSS,10,Theft,9,Theft:9; Hijack:1,February,Saturday,15,804888.42,80488.84,0,0.0476190476190476,0.0738578144904069,0.0607,False,,,,,,,,,,,
SOUTH BEACH,10,Theft,10,Theft:10,July,Saturday,16,796801.0,79680.1,0,0.0476190476190476,0.0730801562956602,0.0603,False,,,,,,,,,,,
FLORIDA GLEN,9,Theft,9,Theft:9,March,Friday,12,892275.27,99141.7,0,0.0380952380952381,0.0822606302234351,0.0602,False,,,,,,,,,,,
KIMBERLEY,13,Theft,12,Theft:12; Hijack:1,October,Thursday,14,494055.27,38004.25,0,0.0761904761904762,0.0439691792647787,0.0601,False,,,,,,,,,,,
SANDHURST,11,Theft,10,Theft:10; Hijack:1,October,Thursday,13,686482.23,62407.48,0,0.0571428571428571,0.0624722868484343,0.0598,False,,,,,,,,,,,
ATHLONE,11,Theft,11,Theft:11,July,Wednesday,14,681617.45,61965.22,0,0.0571428571428571,0.0620045065139592,0.0596,False,,,,,,,,,,,
FONTAINEBLEAU,13,Theft,12,Theft:12; Burglary:1,March,Tuesday,16,482898.33,37146.03,0,0.0761904761904762,0.0428963666967041,0.0595,False,,,,,,,,,,,
VICTORY PARK,12,Theft,12,Theft:12,May,Thursday,0,578470.58,48205.88,0,0.0666666666666666,0.0520862620406934,0.0594,False,,,,,,,,,,,
MAROELANA,8,Theft,6,Theft:6; Stolen and recovered:2,September,Sunday,20,970525.39,121315.67,0,0.0285714285714285,0.0897848897595934,0.0592,False,,,,,,,,,,,
FLORACLIFFE,5,Theft,4,Theft:4; Armed Robbery:1,January,Tuesday,13,1266285.63,253257.13,0,0.0,0.1182241663541403,0.0591,False,,,,,,,,,,,
GERMISTON,9,Theft,7,Theft:7; Armed Robbery:1; Hijack:1,October,Saturday,21,867463.08,96384.79,0,0.0380952380952381,0.079874776281991,0.059,False,,,,,,,,,,,
ST FRANCIS BAY,15,Theft,15,Theft:15,February,Friday,11,263658.49,17577.23,0,0.0952380952380952,0.0218150257757466,0.0585,False,,,,,,,,,,,
BRAMLEY,11,Theft,8,Theft:8; Hijack:3,November,Sunday,12,657994.77,59817.71,0,0.0571428571428571,0.0597330317192929,0.0584,False,,,,,,,,,,,
DAWN PARK,11,Theft,10,Theft:10; Armed Robbery:1,October,Friday,19,656285.03,59662.28,0,0.0571428571428571,0.059568629064072,0.0584,False,,,,,,,,,,,
RANT-EN-DAL,10,Theft,10,Theft:10,August,Monday,13,754424.5,75442.45,0,0.0476190476190476,0.0690053793594202,0.0583,False,,,,,,,,,,,
LIEFDE EN VREDE,9,Theft,8,Theft:8; Hijack:1,December,Wednesday,19,852433.42,94714.82,0,0.0380952380952381,0.0784295764205695,0.0583,False,,,,,,,,,,,
KEMPTON PARK OTHER,10,Theft,7,Theft:7; Armed Robbery:2; Hijack:1,December,Tuesday,10,750274.3,93784.29,2,0.0476190476190476,0.0686063105538137,0.0581,False,,,,,,,,,,,
BASSONIA,8,Theft,8,Theft:8,September,Tuesday,22,944673.71,118084.21,0,0.0285714285714285,0.0872990820730913,0.0579,False,,,,,,,,,,,
BREAUNANDA,9,Theft,9,Theft:9,August,Saturday,12,842736.65,93637.41,0,0.0380952380952381,0.077497168724039,0.0578,False,,,,,,,,,,,
ANNLIN,9,Theft,8,Theft:8; Burglary:1,March,Thursday,13,835653.12,92850.35,0,0.0380952380952381,0.0768160411020984,0.0575,False,,,,,,,,,,,
BAILEY`S MUCKLENEUK,8,Theft,7,Theft:7; Hijack:1,February,Thursday,3,927523.6,115940.45,0,0.0285714285714285,0.0856499871105064,0.0571,False,,,,,,,,,,,
POLOKWANE SCHOOLS,14,Theft,14,Theft:14,May,Friday,14,329424.76,23530.34,0,0.0857142857142857,0.0281388816906649,0.0569,False,,,,,,,,,,,
BAYVIEW,8,Theft,8,Theft:8,July,Friday,11,916715.46,114589.43,0,0.0285714285714285,0.0846107139379779,0.0566,False,,,,,,,,,,,
KALK BAY,10,Theft,10,Theft:10,August,Saturday,9,716807.59,71680.76,0,0.0476190476190476,0.0653882680529032,0.0565,False,,,,,,,,,,,
JUKSKEI PARK,12,Theft,12,Theft:12,June,Monday,14,507659.61,42304.97,0,0.0666666666666666,0.045277325309515,0.056,False,,,,,,,,,,,
DUDUZA,5,Hijack,4,Hijack:4; Theft:1,July,Sunday,20,1199978.61,239995.72,0,0.0,0.1118483137989079,0.0559,False,,,,,,,,,,,
ZWARTKOP,9,Theft,9,Theft:9,February,Tuesday,17,801122.4,89013.6,0,0.0380952380952381,0.0734956870981632,0.0558,False,,,,,,,,,,,
SHERWOOD,13,Theft,13,Theft:13,March,Thursday,1,405830.53,31217.73,0,0.0761904761904762,0.0354857949419164,0.0558,False,,,,,,,,,,,
KAGISO,8,Theft,7,Theft:7; Hijack:1,October,Tuesday,12,897238.06,112154.76,0,0.0285714285714285,0.0827378348588203,0.0557,False,,,,,,,,,,,
LYTTELTON AH,8,Theft,8,Theft:8,January,Sunday,11,896168.12,112021.02,0,0.0285714285714285,0.0826349531476087,0.0556,False,,,,,,,,,,,
MONTANA PARK,9,Theft,7,Theft:7; Stolen and recovered:2,November,Thursday,19,794959.82,88328.87,0,0.0380952380952381,0.0729031148269342,0.0555,False,,,,,,,,,,,
UMDLOTI BEACH,5,Theft,5,Theft:5,April,Friday,23,1177951.45,235590.29,0,0.0,0.1097302586612993,0.0549,False,,,,,,,,,,,
RUSTENBURG OOS-EINDE,7,Theft,6,Theft:6; Hijack:1,October,Saturday,7,980944.66,140134.95,0,0.019047619047619,0.090786770544662,0.0549,False,,,,,,,,,,,
GUGULETU,10,Theft,8,Theft:8; Hijack:1; Armed Robbery:1,February,Thursday,10,684381.22,76042.36,1,0.0476190476190476,0.0622702610300961,0.0549,False,,,,,,,,,,,
NOORDHOEK,15,Theft,15,Theft:15,May,Monday,8,172078.52,11471.9,0,0.0952380952380952,0.013009014199105,0.0541,False,,,,,,,,,,,
BRACKENDOWNS,13,Theft,13,Theft:13,December,Sunday,10,367505.5,28269.65,0,0.0761904761904762,0.0318005932776754,0.054,False,,,,,,,,,,,
LOEVENSTEIN,13,Theft,13,Theft:13,January,Friday,7,365218.82,28093.76,0,0.0761904761904762,0.0315807140775395,0.0539,False,,,,,,,,,,,
PIERRE VAN RYNEVELD,13,Theft,13,Theft:13,May,Friday,2,350472.29,26959.41,0,0.0761904761904762,0.0301627390127377,0.0532,False,,,,,,,,,,,
MOORTEN,9,Theft,8,Theft:8; Hijack:1,September,Friday,13,740208.89,82245.43,0,0.0380952380952381,0.0676384557163023,0.0529,False,,,,,,,,,,,
RANDFONTEIN,10,Theft,10,Theft:10,November,Friday,0,628460.55,62846.06,0,0.0476190476190476,0.0568931237871645,0.0523,False,,,,,,,,,,,
BRONKHORSTSPRUIT,9,Theft,9,Theft:9,December,Saturday,11,713269.67,79252.19,0,0.0380952380952381,0.0650480739637674,0.0516,False,,,,,,,,,,,
FRANKLIN ROOSEVELT PARK,10,Theft,6,Theft:6; Burglary:1; Attempted Theft:1; SOS:1; Armed Robbery:1,November,Tuesday,4,609480.14,60948.01,0,0.0476190476190476,0.0550680335388339,0.0513,False,,,,,,,,,,,
SPRINGFIELD,11,Theft,10,Theft:10; Hijack:1,December,Wednesday,7,500213.76,45473.98,0,0.0571428571428571,0.0445613582558248,0.0509,False,,,,,,,,,,,
MNANDI AH,10,Theft,9,Theft:9; Hijack:1,July,Friday,2,596771.04,59677.1,0,0.0476190476190476,0.0538459706605791,0.0507,False,,,,,,,,,,,
AIRPORT AREA,13,Theft,11,Theft:11; Armed Robbery:2,February,Friday,9,297040.5,22849.27,0,0.0761904761904762,0.0250249238190804,0.0506,False,,,,,,,,,,,
SEBENZA,5,Theft,5,Theft:5,November,Saturday,9,1084704.68,216940.94,0,0.0,0.1007639733905743,0.0504,False,,,,,,,,,,,
OVERPORT,7,Theft,6,Theft:6; Armed Robbery:1,January,Sunday,18,883612.42,126230.35,0,0.019047619047619,0.0814276406801244,0.0502,False,,,,,,,,,,,
LANGEBERG RIDGE,10,Theft,10,Theft:10,September,Saturday,19,585866.98,58586.7,0,0.0476190476190476,0.0527974741542754,0.0502,False,,,,,,,,,,,
ESCOMBE,10,Theft,9,Theft:9; Burglary:1,October,Tuesday,9,584911.37,58491.14,0,0.0476190476190476,0.0527055860184444,0.0502,False,,,,,,,,,,,
SALT ROCK,12,Theft,9,Theft:9; Attempted Hijack:2; Armed Robbery:1,March,Monday,4,383245.31,31937.11,0,0.0666666666666666,0.0333140786945645,0.05,False,,,,,,,,,,,
BAYSWATER,10,Theft,9,Theft:9; Burglary:1,October,Saturday,13,580241.24,58024.12,0,0.0476190476190476,0.052256522551352,0.0499,False,,,,,,,,,,,
HELDERVUE,12,Theft,12,Theft:12,March,Sunday,0,379385.97,31615.5,0,0.0666666666666666,0.0329429779755078,0.0498,False,,,,,,,,,,,
VIERLANDEN,11,Theft,9,Theft:9; Burglary:2,February,Monday,2,475988.67,43271.7,0,0.0571428571428571,0.0422319578095789,0.0497,False,,,,,,,,,,,
BRACKENFELL CENTRAL,12,Theft,12,Theft:12,July,Monday,0,357506.47,29792.21,0,0.0666666666666666,0.0308391213102224,0.0488,False,,,,,,,,,,,
WELGEMOED,10,Theft,10,Theft:10,June,Friday,11,553846.83,55384.68,0,0.0476190476190476,0.0497185278346184,0.0487,False,,,,,,,,,,,
KEW,12,Theft,9,Theft:9; Hijack:3,August,Tuesday,18,352079.11,29339.93,0,0.0666666666666666,0.0303172452385159,0.0485,False,,,,,,,,,,,
YELLOW WOOD PARK,11,Theft,11,Theft:11,September,Sunday,13,451517.43,41047.04,0,0.0571428571428571,0.0398788884349681,0.0485,False,,,,,,,,,,,
DOBSONVILLE,5,Theft,3,Theft:3; Hijack:1; Attempted Hijack:1,April,Sunday,23,1045748.27,209149.65,0,0.0,0.0970180604202556,0.0485,False,,,,,,,,,,,
SUIDEROORD,10,Theft,10,Theft:10,September,Saturday,4,545032.83,54503.28,0,0.0476190476190476,0.0488710042327159,0.0482,False,,,,,,,,,,,
WALKERVILLE,11,Theft,11,Theft:11,July,Friday,23,437000.76,39727.34,0,0.0571428571428571,0.0384830159087564,0.0478,False,,,,,,,,,,,
ALLEN'S NEK,10,Theft,9,Theft:9; Armed Robbery:1,October,Sunday,7,530220.16,53022.02,0,0.0476190476190476,0.0474466693754215,0.0475,False,,,,,,,,,,,
HOWICK,11,Theft,11,Theft:11,August,Saturday,23,430745.61,39158.69,0,0.0571428571428571,0.0378815424281075,0.0475,False,,,,,,,,,,,
ALBEMARLE,5,Theft,5,Theft:5,June,Monday,13,1021675.63,204335.13,0,0.0,0.0947033190360826,0.0474,False,,,,,,,,,,,
NEWCASTLE,10,Theft,10,Theft:10,March,Friday,7,515365.76,51536.58,0,0.0476190476190476,0.0460183219063837,0.0468,False,,,,,,,,,,,
EASTLEIGH,9,Theft,8,Theft:8; Hijack:1,March,Friday,13,604085.66,67120.63,0,0.0380952380952381,0.0545493190936342,0.0463,False,,,,,,,,,,,
DISCOVERY,10,Theft,10,Theft:10,September,Wednesday,5,497862.39,49786.24,0,0.0476190476190476,0.0443352586901559,0.046,False,,,,,,,,,,,
MALANSHOF,9,Theft,9,Theft:9,September,Wednesday,11,593852.79,65983.64,0,0.0380952380952381,0.0535653618846258,0.0458,False,,,,,,,,,,,
MODELPARK,7,Theft,7,Theft:7,December,Tuesday,17,791938.8,113134.11,0,0.019047619047619,0.0726126240450169,0.0458,False,,,,,,,,,,,
BROWNS FARMS,10,Hijack,5,Hijack:5; Theft:3; Armed Robbery:1; Stolen and recovered:1,April,Thursday,14,483085.11,48308.51,0,0.0476190476190476,0.0429143268122434,0.0453,False,,,,,,,,,,,
LINKSFIELD,6,Theft,5,Theft:5; Hijack:1,January,Wednesday,18,877020.44,146170.07,0,0.0095238095238095,0.0807937787975206,0.0452,False,,,,,,,,,,,
ST JAMES,6,Theft,6,Theft:6,March,Wednesday,23,852477.85,142079.64,0,0.0095238095238095,0.0784338486549276,0.044,False,,,,,,,,,,,
EERSTERUST,12,Theft,12,Theft:12,October,Sunday,9,253942.36,21161.86,0,0.0666666666666666,0.0208807564889129,0.0438,False,,,,,,,,,,,
UITENHAGE,10,Theft,8,Theft:8; Hijack:1; Armed Robbery:1,December,Wednesday,1,450816.16,45081.62,0,0.0476190476190476,0.039811456749433,0.0437,False,,,,,,,,,,,
CLAYVILLE,6,Theft,5,Theft:5; Hijack:1,May,Wednesday,13,828854.04,138142.34,0,0.0095238095238095,0.0761622652033892,0.0428,False,,,,,,,,,,,
GROSVENOR,9,Theft,9,Theft:9,December,Monday,13,531615.95,59068.44,0,0.0380952380952381,0.0475808836899552,0.0428,False,,,,,,,,,,,
BOSTON,12,Theft,11,Theft:11; Burglary:1,August,Wednesday,20,233895.52,19491.29,0,0.0666666666666666,0.0189531220387696,0.0428,False,,,,,,,,,,,
KANONKOP,11,Theft,11,Theft:11,October,Saturday,14,326705.26,29700.48,0,0.0571428571428571,0.0278773840238424,0.0425,False,,,,,,,,,,,
EVERSDAL,11,Theft,11,Theft:11,September,Monday,18,319524.93,29047.72,0,0.0571428571428571,0.0271869484503855,0.0422,False,,,,,,,,,,,
BENONI AH,9,Theft,9,Theft:9,March,Thursday,2,514902.91,57211.43,0,0.0380952380952381,0.0459738158592835,0.042,False,,,,,,,,,,,
PORT ALFRED,7,Theft,6,Theft:6; Burglary:1,April,Friday,4,709092.86,101298.98,0,0.019047619047619,0.0646464464330592,0.0418,False,,,,,,,,,,,
ORLANDO WEST,5,Theft,4,Theft:4; Hijack:1,December,Saturday,19,905087.72,181017.54,0,0.0,0.0834926308784379,0.0417,False,,,,,,,,,,,
KRUGERSDORP WEST,7,Theft,7,Theft:7,November,Wednesday,9,704053.82,100579.12,0,0.019047619047619,0.0641619098627244,0.0416,False,,,,,,,,,,,
PROTEA HEIGHTS,12,Theft,11,Theft:11; Burglary:1,April,Thursday,2,207481.48,17290.12,0,0.0666666666666666,0.0164132397694713,0.0415,False,,,,,,,,,,,
MEREDALE,8,Theft,6,Theft:6; Hijack:2,December,Wednesday,0,591625.61,73953.2,0,0.0285714285714285,0.0533512039976636,0.041,False,,,,,,,,,,,
ASHLEY,9,Theft,9,Theft:9,January,Sunday,0,489965.57,54440.62,0,0.0380952380952381,0.0435759279288698,0.0408,False,,,,,,,,,,,
AMALINDA,10,Theft,9,Theft:9; Burglary:1,September,Tuesday,7,389516.76,38951.68,0,0.0476190476190476,0.0339171195265535,0.0408,False,,,,,,,,,,,
BENMORE GARDENS,5,Theft,5,Theft:5,June,Wednesday,14,884337.11,176867.42,0,0.0,0.0814973243514498,0.0407,False,,,,,,,,,,,
BERGVLIET,11,Theft,11,Theft:11,October,Thursday,1,288519.28,26229.03,0,0.0571428571428571,0.0242055529242536,0.0407,False,,,,,,,,,,,
HEUWELOORD,11,Theft,11,Theft:11,February,Tuesday,10,283878.27,25807.12,0,0.0571428571428571,0.0237592895351379,0.0405,False,,,,,,,,,,,
NAHOON,10,Theft,8,Theft:8; Armed Robbery:1; Burglary:1,August,Saturday,8,377533.56,41948.17,1,0.0476190476190476,0.0327648566690181,0.0402,False,,,,,,,,,,,
LAKESIDE,10,Theft,10,Theft:10,February,Friday,0,378069.2,37806.92,0,0.0476190476190476,0.0328163619494949,0.0402,False,,,,,,,,,,,
FLORENTIA,6,Theft,6,Theft:6,December,Sunday,12,772049.93,128674.99,0,0.0095238095238095,0.0707001794409586,0.0401,False,,,,,,,,,,,
RASLOUW AH,5,Theft,4,Theft:4; Burglary:1,April,Saturday,20,863715.11,172743.02,0,0.0,0.0795143845150041,0.0398,False,,,,,,,,,,,
OAKDENE,8,Theft,5,Theft:5; Attempted Theft:1; Burglary:1; Hijack:1,January,Saturday,14,561039.43,70129.93,0,0.0285714285714285,0.0504101432486238,0.0395,False,,,,,,,,,,,
FLAMWOOD,11,Theft,10,Theft:10; Burglary:1,November,Wednesday,8,251702.47,22882.04,0,0.0571428571428571,0.0206653764525315,0.0389,False,,,,,,,,,,,
RIDGEWAY,11,Theft,9,Theft:9; Armed Robbery:1; Burglary:1,September,Wednesday,12,244734.36,22248.58,0,0.0571428571428571,0.0199953472165827,0.0386,False,,,,,,,,,,,
IMPALA PARK,9,Theft,6,Theft:6; Armed Robbery:1; Hijack:1; Accidental Loss:1,October,Wednesday,12,443256.06,49250.67,0,0.0380952380952381,0.039084503812884,0.0386,False,,,,,,,,,,,
